"","Reference","year","month","Season","BAY_SEGMENT","TGTaxaScore","PelagicTaxaScore","LRScore","PropBenthicScore","NumGuildsScore","PropSelectScore","BenthicTaxaScore","NumTaxaScore","SelecTaxaScore","Cumul_Score"
"328","TBM2007041003","2007","04","Spring",1,10,10,0,7,5,4,8,7,3,60
"329","TBM2007041004","2007","04","Spring",1,10,10,0,6,5,6,3,4,7,57
"330","TBM2007041006","2007","04","Spring",1,10,10,0,10,0,0,2,2,0,38
"331","TBM2007050804","2007","05","Spring",1,10,10,1,4,5,7,5,4,5,57
"332","TBM2007050806","2007","05","Spring",1,10,10,0,9,5,1,2,3,3,48
"333","TBM2007050807","2007","05","Spring",1,10,10,0,4,5,6,2,3,5,50
"334","TBM2007051003","2007","05","Spring",1,10,10,0,0,0,8,0,0,0,31
"335","TBM2007051004","2007","05","Spring",1,10,10,0,9,5,0,2,3,2,46
"336","TBM2007051005","2007","05","Spring",1,10,10,0,7,5,3,1,1,2,43
"337","TBM2007051006","2007","05","Spring",1,10,10,2,8,5,3,2,4,3,52
"338","TBM2008041002","2008","04","Spring",1,10,10,0,4,5,6,1,1,2,43
"339","TBM2008041005","2008","04","Spring",1,10,10,10,7,10,3,10,10,10,89
"340","TBM2008041201","2008","04","Spring",1,10,10,0,4,0,0,2,2,0,31
"341","TBM2008041202","2008","04","Spring",1,10,10,0,6,5,10,3,4,7,61
"342","TBM2008041203","2008","04","Spring",1,10,10,0,1,5,10,1,3,3,48
"343","TBM2008041206","2008","04","Spring",1,10,10,0,9,5,2,2,1,0,43
"344","TBM2008050901","2008","05","Spring",1,10,10,0,0,10,0,1,3,0,38
"345","TBM2008050902","2008","05","Spring",1,10,10,0,1,5,1,1,1,0,32
"346","TBM2008050905","2008","05","Spring",1,10,10,0,7,10,3,5,8,8,68
"347","TBM2008050906","2008","05","Spring",1,10,10,0,7,0,0,1,1,0,32
"348","TBM2008051401","2008","05","Spring",1,10,10,10,10,5,2,8,8,10,81
"349","TBM2009040106","2009","04","Spring",1,10,10,0,9,5,2,4,3,2,50
"350","TBM2009040107","2009","04","Spring",1,10,10,0,5,5,0,2,3,2,41
"351","TBM2009041104","2009","04","Spring",1,10,10,0,2,10,1,6,6,3,53
"352","TBM2009041105","2009","04","Spring",1,10,10,6,5,10,1,8,9,8,74
"353","TBM2009041106","2009","04","Spring",1,10,10,0,9,10,10,6,8,10,81
"354","TBM2009050101","2009","05","Spring",1,10,10,0,4,5,4,2,3,2,44
"355","TBM2009050104","2009","05","Spring",1,10,10,0,4,0,2,1,2,2,34
"356","TBM2009050107","2009","05","Spring",1,10,10,0,4,5,6,3,4,3,50
"357","TBM2009050108","2009","05","Spring",1,10,10,9,7,10,0,10,10,5,79
"358","TBM2009050505","2009","05","Spring",1,10,10,0,9,10,4,4,4,3,60
"359","TBM2010040801","2010","04","Spring",1,10,10,0,6,0,10,2,1,5,49
"360","TBM2010040802","2010","04","Spring",1,10,10,0,5,5,10,1,1,2,49
"361","TBM2010040803","2010","04","Spring",1,10,10,0,4,5,10,3,3,7,58
"362","TBM2010040806","2010","04","Spring",1,10,10,0,2,5,2,2,3,2,40
"363","TBM2010041002","2010","04","Spring",1,10,10,0,2,10,4,7,7,8,64
"364","TBM2010050301","2010","05","Spring",1,10,10,10,10,10,3,9,9,7,87
"365","TBM2010050306","2010","05","Spring",1,10,10,1,10,0,3,4,3,2,48
"366","TBM2010051001","2010","05","Spring",1,10,10,0,9,10,8,6,6,7,73
"367","TBM2010051002","2010","05","Spring",1,10,10,3,8,10,5,10,10,10,84
"368","TBM2010051003","2010","05","Spring",1,10,10,0,9,10,8,10,9,10,84
"369","TBM2010051006","2010","05","Spring",1,10,10,4,9,5,2,8,7,7,69
"370","TBM2011040802","2011","04","Spring",1,10,10,0,9,5,5,3,3,5,56
"371","TBM2011040805","2011","04","Spring",1,10,10,0,10,0,0,0,0,0,33
"372","TBM2011040806","2011","04","Spring",1,10,10,0,9,5,10,3,3,5,61
"373","TBM2011040807","2011","04","Spring",1,10,10,0,7,10,6,2,3,3,57
"374","TBM2011041204","2011","04","Spring",1,10,10,10,10,5,1,6,6,10,76
"375","TBM2011041207","2011","04","Spring",1,10,10,10,9,0,0,2,4,5,56
"376","TBM2011050806","2011","05","Spring",1,10,10,8,9,10,4,10,10,10,90
"377","TBM2011051102","2011","05","Spring",1,10,10,10,10,5,1,8,8,8,78
"378","TBM2011051103","2011","05","Spring",1,10,10,7,10,5,2,8,8,8,76
"379","TBM2011051104","2011","05","Spring",1,10,10,10,2,10,1,5,4,5,63
"380","TBM2011051105","2011","05","Spring",1,10,10,2,5,10,3,4,4,3,57
"381","TBM2012040105","2012","04","Spring",1,10,10,10,10,5,0,3,3,3,60
"382","TBM2012040106","2012","04","Spring",1,10,10,9,3,10,1,10,10,10,81
"383","TBM2012040107","2012","04","Spring",1,10,10,8,9,5,2,8,8,7,74
"384","TBM2012040901","2012","04","Spring",1,10,10,1,7,10,8,10,10,10,84
"385","TBM2012040902","2012","04","Spring",1,10,10,1,8,10,4,7,7,7,71
"386","TBM2012040904","2012","04","Spring",1,10,10,0,6,5,10,4,3,5,59
"387","TBM2012040906","2012","04","Spring",1,10,10,1,8,5,1,4,4,5,53
"388","TBM2012050503","2012","05","Spring",1,10,10,10,10,10,0,5,5,5,72
"389","TBM2012050505","2012","05","Spring",1,10,10,10,10,5,1,7,6,5,71
"390","TBM2012050506","2012","05","Spring",1,10,10,10,9,10,1,10,10,8,87
"391","TBM2012051302","2012","05","Spring",1,10,10,1,8,5,4,3,4,7,58
"392","TBM2012051305","2012","05","Spring",1,10,10,5,9,10,2,3,4,5,64
"393","TBM2012051306","2012","05","Spring",1,10,10,1,10,5,2,4,3,2,52
"394","TBM2013040501","2013","04","Spring",1,10,10,5,10,5,2,7,6,7,69
"395","TBM2013040502","2013","04","Spring",1,10,10,0,8,5,5,8,8,7,68
"396","TBM2013040503","2013","04","Spring",1,10,10,0,8,5,10,5,5,7,67
"397","TBM2013040504","2013","04","Spring",1,10,10,0,9,0,9,2,2,3,50
"398","TBM2013040706","2013","04","Spring",1,10,10,3,5,10,4,5,6,8,68
"399","TBM2013040707","2013","04","Spring",1,10,10,3,9,10,0,4,6,2,60
"400","TBM2013050403","2013","05","Spring",1,10,10,1,10,0,3,2,1,0,41
"401","TBM2013050404","2013","05","Spring",1,10,10,0,4,5,3,2,3,3,44
"402","TBM2013051401","2013","05","Spring",1,10,10,2,0,10,0,4,4,3,48
"403","TBM2013051402","2013","05","Spring",1,10,10,0,9,5,0,5,4,3,51
"404","TBM2013051404","2013","05","Spring",1,10,10,0,9,0,1,3,3,2,42
"405","TBM2013051405","2013","05","Spring",1,10,10,2,10,10,1,10,10,8,79
"406","TBM2014040901","2014","04","Spring",1,10,10,0,9,5,4,7,7,7,66
"407","TBM2014040902","2014","04","Spring",1,10,10,0,1,0,8,1,1,3,38
"408","TBM2014040903","2014","04","Spring",1,10,10,0,4,0,6,0,0,0,33
"409","TBM2014040906","2014","04","Spring",1,10,10,0,5,5,9,2,2,5,53
"410","TBM2014041101","2014","04","Spring",1,10,10,0,1,5,2,1,3,3,39
"411","TBM2014041102","2014","04","Spring",1,10,10,2,8,5,4,3,3,7,58
"412","TBM2014041103","2014","04","Spring",1,10,10,0,4,0,9,2,3,5,48
"413","TBM2014050806","2014","05","Spring",1,10,10,0,4,0,6,1,1,2,38
"414","TBM2014050807","2014","05","Spring",1,10,10,2,6,10,4,8,8,8,73
"415","TBM2014050808","2014","05","Spring",1,10,10,0,8,5,2,1,2,0,42
"416","TBM2014051301","2014","05","Spring",1,10,10,0,9,5,2,5,4,5,56
"417","TBM2014051303","2014","05","Spring",1,10,10,0,8,5,2,3,4,3,50
"418","TBM2014051305","2014","05","Spring",1,10,10,0,4,5,5,1,2,2,43
"419","TBM2014051306","2014","05","Spring",1,10,10,0,10,0,0,1,0,0,34
"420","TBM2015040305","2015","04","Spring",1,10,10,1,9,5,10,5,6,10,73
"421","TBM2015040306","2015","04","Spring",1,10,10,1,3,0,2,4,4,7,46
"422","TBM2015041102","2015","04","Spring",1,10,10,0,10,0,0,5,5,3,48
"423","TBM2015041103","2015","04","Spring",1,10,10,0,1,0,2,2,3,3,34
"424","TBM2015041104","2015","04","Spring",1,10,10,0,8,5,0,6,7,0,51
"425","TBM2015041105","2015","04","Spring",1,10,10,2,9,0,1,1,1,0,38
"426","TBM2015050302","2015","05","Spring",1,10,10,0,5,5,7,4,4,5,56
"427","TBM2015050303","2015","05","Spring",1,10,10,0,1,5,0,0,1,0,30
"428","TBM2015050305","2015","05","Spring",1,10,10,0,0,0,0,0,0,0,22
"429","TBM2015050306","2015","05","Spring",1,10,10,0,5,5,9,1,1,3,49
"430","TBM2015050506","2015","05","Spring",1,10,10,0,9,0,1,1,1,0,36
"431","TBM1998061502","1998","06","Summer",1,10,10,0,10,0,0,1,0,0,34
"432","TBM1998061504","1998","06","Summer",1,10,10,2,10,10,8,2,3,3,64
"433","TBM1998061507","1998","06","Summer",1,10,10,0,10,10,10,2,1,2,61
"434","TBM1998061508","1998","06","Summer",1,10,10,0,7,5,4,7,6,7,62
"435","TBM1998061902","1998","06","Summer",1,10,10,3,9,10,8,10,10,7,86
"436","TBM1998061903","1998","06","Summer",1,10,10,0,9,5,2,1,1,0,42
"437","TBM1998061904","1998","06","Summer",1,10,10,0,9,5,10,2,2,3,57
"438","TBM1998071703","1998","07","Summer",1,10,10,0,9,5,7,2,2,2,52
"439","TBM1998072103","1998","07","Summer",1,10,10,0,10,5,1,5,4,0,50
"440","TBM1998072104","1998","07","Summer",1,10,10,1,10,0,1,2,1,2,41
"441","TBM1998072201","1998","07","Summer",1,10,10,0,6,5,7,3,4,7,58
"442","TBM1998072203","1998","07","Summer",1,10,10,4,10,5,3,5,4,7,64
"443","TBM1998081301","1998","08","Summer",1,10,10,0,10,0,0,0,0,0,33
"444","TBM1998081302","1998","08","Summer",1,10,10,3,10,5,3,2,2,3,53
"445","TBM1998081304","1998","08","Summer",1,10,10,8,10,10,3,10,9,10,89
"446","TBM1998081712","1998","08","Summer",1,10,10,0,9,5,3,4,4,5,56
"447","TBM1998081717","1998","08","Summer",1,10,10,0,0,10,3,4,5,5,52
"448","TBM1998081901","1998","08","Summer",1,10,10,1,1,5,10,5,6,10,64
"449","TBM1998091105","1998","09","Summer",1,10,10,0,3,10,6,5,8,3,61
"450","TBM1998091401","1998","09","Summer",1,10,10,0,8,10,6,5,5,2,62
"451","TBM1998091402","1998","09","Summer",1,10,10,0,10,5,9,8,6,3,68
"452","TBM1998091404","1998","09","Summer",1,10,10,0,6,10,10,4,4,7,68
"453","TBM1998092101","1998","09","Summer",1,10,10,1,7,10,3,5,6,5,63
"454","TBM1998092107","1998","09","Summer",1,10,10,7,10,5,2,7,6,5,69
"455","TBM1999060404","1999","06","Summer",1,10,10,3,9,5,4,4,5,5,61
"456","TBM1999060408","1999","06","Summer",1,10,10,0,7,10,1,10,9,8,72
"457","TBM1999060409","1999","06","Summer",1,10,10,3,10,5,10,10,10,10,87
"458","TBM1999061602","1999","06","Summer",1,10,10,0,7,10,4,6,6,5,64
"459","TBM1999061606","1999","06","Summer",1,10,10,0,10,5,0,3,2,2,47
"460","TBM1999061612","1999","06","Summer",1,10,10,0,8,5,1,2,2,3,46
"461","TBM1999061615","1999","06","Summer",1,10,10,0,3,10,5,8,9,8,70
"462","TBM1999071604","1999","07","Summer",1,10,10,4,9,5,2,5,5,10,67
"463","TBM1999071608","1999","07","Summer",1,10,10,3,3,10,0,10,10,8,71
"464","TBM1999071609","1999","07","Summer",1,10,10,0,10,5,9,10,10,10,82
"465","TBM1999072101","1999","07","Summer",1,10,10,0,5,5,5,2,2,5,49
"466","TBM1999072103","1999","07","Summer",1,10,10,0,1,5,10,3,3,3,50
"467","TBM1999072301","1999","07","Summer",1,10,10,0,0,10,8,8,10,10,73
"468","TBM1999072303","1999","07","Summer",1,10,10,0,0,10,7,4,6,5,58
"469","TBM1999080302","1999","08","Summer",1,10,10,0,4,5,6,2,1,0,42
"470","TBM1999080305","1999","08","Summer",1,10,10,1,10,5,5,8,6,3,64
"471","TBM1999080503","1999","08","Summer",1,10,10,0,5,5,4,5,5,5,54
"472","TBM1999080504","1999","08","Summer",1,10,10,0,6,5,3,5,6,7,58
"473","TBM1999080507","1999","08","Summer",1,10,10,0,6,5,4,5,6,3,54
"474","TBM1999081303","1999","08","Summer",1,10,10,0,6,5,5,5,4,3,53
"475","TBM1999081304","1999","08","Summer",1,10,10,1,9,10,1,10,10,8,77
"476","TBM1999090804","1999","09","Summer",1,10,10,0,0,5,8,1,2,5,46
"477","TBM1999090806","1999","09","Summer",1,10,10,0,7,0,10,2,3,3,50
"478","TBM1999090817","1999","09","Summer",1,10,10,0,9,0,2,5,4,5,50
"479","TBM1999090821","1999","09","Summer",1,10,10,0,6,5,6,10,9,10,73
"480","TBM1999091307","1999","09","Summer",1,10,10,1,7,10,2,5,6,7,64
"481","TBM1999091602","1999","09","Summer",1,10,10,0,7,10,7,2,3,2,57
"482","TBM1999091604","1999","09","Summer",1,10,10,0,8,0,9,5,5,5,58
"483","TBM2000062106","2000","06","Summer",1,10,10,1,9,5,1,10,9,5,67
"484","TBM2000062602","2000","06","Summer",1,10,10,9,10,5,1,6,4,2,63
"485","TBM2000062604","2000","06","Summer",1,10,10,2,10,5,2,5,5,5,60
"486","TBM2000062607","2000","06","Summer",1,10,10,0,10,5,0,2,2,0,43
"487","TBM2000062610","2000","06","Summer",1,10,10,0,8,10,0,2,3,0,48
"488","TBM2000070602","2000","07","Summer",1,10,10,1,9,5,4,8,8,7,69
"489","TBM2000070603","2000","07","Summer",1,10,10,0,7,5,3,2,2,5,49
"490","TBM2000070606","2000","07","Summer",1,10,10,0,0,5,9,4,5,2,50
"491","TBM2000071803","2000","07","Summer",1,10,10,0,6,5,1,5,5,5,52
"492","TBM2000071804","2000","07","Summer",1,10,10,0,9,5,4,8,6,5,63
"493","TBM2000071805","2000","07","Summer",1,10,10,0,0,10,1,3,5,5,49
"494","TBM2000080801","2000","08","Summer",1,10,10,0,7,5,1,1,2,2,42
"495","TBM2000080804","2000","08","Summer",1,10,10,0,7,5,0,2,2,0,40
"496","TBM2000080807","2000","08","Summer",1,10,10,0,8,5,10,2,2,7,60
"497","TBM2000080812","2000","08","Summer",1,10,10,0,7,5,10,1,1,2,51
"498","TBM2000081005","2000","08","Summer",1,10,10,0,8,5,3,2,2,3,48
"499","TBM2000091201","2000","09","Summer",1,10,10,1,10,5,0,5,5,5,57
"500","TBM2000091302","2000","09","Summer",1,10,10,1,10,5,0,2,3,3,49
"501","TBM2000091306","2000","09","Summer",1,10,10,0,9,5,0,2,4,2,47
"502","TBM2000091311","2000","09","Summer",1,10,10,0,4,5,2,2,2,2,41
"503","TBM2000091401","2000","09","Summer",1,10,10,0,8,5,9,4,4,5,61
"504","TBM2001061101","2001","06","Summer",1,10,10,0,10,5,10,6,5,5,68
"505","TBM2001061102","2001","06","Summer",1,10,10,0,8,5,10,2,3,2,56
"506","TBM2001061103","2001","06","Summer",1,10,10,0,7,5,4,6,6,7,61
"507","TBM2001061104","2001","06","Summer",1,10,10,0,6,5,5,5,4,3,53
"508","TBM2001061302","2001","06","Summer",1,10,10,0,3,0,4,1,1,2,34
"509","TBM2001061305","2001","06","Summer",1,10,10,0,0,10,5,2,3,0,44
"510","TBM2001061306","2001","06","Summer",1,10,10,1,8,10,2,2,2,3,53
"511","TBM2001071201","2001","07","Summer",1,10,10,4,10,5,2,7,5,5,64
"512","TBM2001071202","2001","07","Summer",1,10,10,5,9,5,1,8,8,10,73
"513","TBM2001071203","2001","07","Summer",1,10,10,0,3,5,7,3,4,3,50
"514","TBM2001071301","2001","07","Summer",1,10,10,5,10,5,0,5,6,8,66
"515","TBM2001071302","2001","07","Summer",1,10,10,0,0,5,9,3,3,2,47
"516","TBM2001071303","2001","07","Summer",1,10,10,1,10,5,3,1,0,2,47
"517","TBM2001071304","2001","07","Summer",1,10,10,0,9,5,10,2,2,2,56
"518","TBM2001080301","2001","08","Summer",1,10,10,1,6,5,4,8,8,3,61
"519","TBM2001080303","2001","08","Summer",1,10,10,0,10,0,0,3,2,0,39
"520","TBM2001080601","2001","08","Summer",1,10,10,3,8,5,8,3,4,7,64
"521","TBM2001080602","2001","08","Summer",1,10,10,1,9,5,1,9,9,8,69
"522","TBM2001080603","2001","08","Summer",1,10,10,0,9,5,9,5,4,5,63
"523","TBM2001080604","2001","08","Summer",1,10,10,0,7,5,3,2,4,3,49
"524","TBM2001090201","2001","09","Summer",1,10,10,0,8,5,2,3,2,2,47
"525","TBM2001090204","2001","09","Summer",1,10,10,1,9,5,1,4,4,5,54
"526","TBM2001090701","2001","09","Summer",1,10,10,0,5,5,0,2,3,2,41
"527","TBM2001090702","2001","09","Summer",1,10,10,0,8,5,1,5,4,2,50
"528","TBM2001090703","2001","09","Summer",1,10,10,1,9,10,0,5,6,0,57
"529","TBM2001091201","2001","09","Summer",1,10,10,0,9,5,0,2,2,0,42
"530","TBM2001091203","2001","09","Summer",1,10,10,0,9,5,1,2,1,2,44
"531","TBM2001091205","2001","09","Summer",1,10,10,2,9,5,2,4,5,7,60
"532","TBM2002060505","2002","06","Summer",1,10,10,0,8,5,4,7,7,8,66
"533","TBM2002060506","2002","06","Summer",1,10,10,0,6,5,6,3,3,3,51
"534","TBM2002060803","2002","06","Summer",1,10,10,0,3,0,10,0,0,2,39
"535","TBM2002060804","2002","06","Summer",1,10,10,0,9,0,1,3,2,0,39
"536","TBM2002060805","2002","06","Summer",1,10,10,0,4,0,6,1,1,0,36
"537","TBM2002060902","2002","06","Summer",1,10,10,0,8,5,1,8,8,7,63
"538","TBM2002060903","2002","06","Summer",1,10,10,0,8,0,4,2,2,0,40
"539","TBM2002070401","2002","07","Summer",1,10,10,0,3,0,10,1,1,5,44
"540","TBM2002070403","2002","07","Summer",1,10,10,0,3,5,5,1,1,0,39
"541","TBM2002070405","2002","07","Summer",1,10,10,0,6,5,6,2,1,3,48
"542","TBM2002071303","2002","07","Summer",1,10,10,1,6,5,2,4,5,7,56
"543","TBM2002071305","2002","07","Summer",1,10,10,0,9,5,3,7,6,5,61
"544","TBM2002071307","2002","07","Summer",1,10,10,0,1,10,8,2,2,5,53
"545","TBM2002071308","2002","07","Summer",1,10,10,0,2,5,8,2,2,3,47
"546","TBM2002080402","2002","08","Summer",1,10,10,0,1,5,8,0,1,2,41
"547","TBM2002080405","2002","08","Summer",1,10,10,0,5,10,4,6,6,2,59
"548","TBM2002080406","2002","08","Summer",1,10,10,0,6,5,0,5,5,2,48
"549","TBM2002080901","2002","08","Summer",1,10,10,0,8,5,3,6,5,7,60
"550","TBM2002081103","2002","08","Summer",1,10,10,1,6,10,3,4,4,3,57
"551","TBM2002090202","2002","09","Summer",1,10,10,2,8,5,2,8,6,7,64
"552","TBM2002090204","2002","09","Summer",1,10,10,0,10,0,0,0,0,0,33
"553","TBM2002090206","2002","09","Summer",1,10,10,0,3,5,3,3,4,3,46
"554","TBM2002090403","2002","09","Summer",1,10,10,0,8,5,0,2,4,0,43
"555","TBM2002090405","2002","09","Summer",1,10,10,0,9,5,1,2,2,3,47
"556","TBM2002090406","2002","09","Summer",1,10,10,0,9,5,4,4,4,2,53
"557","TBM2003060301","2003","06","Summer",1,10,10,0,10,5,2,5,3,2,52
"558","TBM2003060302","2003","06","Summer",1,10,10,0,6,5,7,8,7,10,70
"559","TBM2003060303","2003","06","Summer",1,10,10,0,0,5,6,2,2,7,47
"560","TBM2003060602","2003","06","Summer",1,10,10,3,10,5,5,6,5,8,69
"561","TBM2003060603","2003","06","Summer",1,10,10,2,10,5,5,1,1,0,49
"562","TBM2003060604","2003","06","Summer",1,10,10,0,9,5,1,5,5,7,58
"563","TBM2003061403","2003","06","Summer",1,10,10,0,10,5,7,5,3,3,59
"564","TBM2003070301","2003","07","Summer",1,10,10,0,5,5,1,3,4,2,44
"565","TBM2003070302","2003","07","Summer",1,10,10,1,9,5,2,8,7,7,66
"566","TBM2003071301","2003","07","Summer",1,10,10,2,9,5,2,9,8,10,72
"567","TBM2003071303","2003","07","Summer",1,10,10,1,10,0,0,2,1,0,38
"568","TBM2003071304","2003","07","Summer",1,10,10,0,3,0,6,0,0,0,32
"569","TBM2003071305","2003","07","Summer",1,10,10,0,8,5,1,2,2,0,42
"570","TBM2003080902","2003","08","Summer",1,10,10,0,10,0,0,0,0,0,33
"571","TBM2003080905","2003","08","Summer",1,10,10,0,10,5,0,2,1,0,42
"572","TBM2003080907","2003","08","Summer",1,10,10,1,7,10,4,4,4,8,64
"573","TBM2003081105","2003","08","Summer",1,10,10,0,5,5,7,9,8,10,71
"574","TBM2003081106","2003","08","Summer",1,10,10,1,9,10,1,3,5,3,58
"575","TBM2003081107","2003","08","Summer",1,10,10,1,7,10,0,4,5,3,56
"576","TBM2003090401","2003","09","Summer",1,10,10,0,9,5,9,6,5,8,69
"577","TBM2003090402","2003","09","Summer",1,10,10,0,9,5,3,3,4,3,52
"578","TBM2003090403","2003","09","Summer",1,10,10,0,8,0,2,2,1,2,39
"579","TBM2003090404","2003","09","Summer",1,10,10,0,1,0,6,0,1,0,31
"580","TBM2003091303","2003","09","Summer",1,10,10,0,0,5,2,0,2,2,34
"581","TBM2003091307","2003","09","Summer",1,10,10,2,8,10,3,5,7,8,70
"582","TBM2004060103","2004","06","Summer",1,10,10,0,7,0,0,0,0,0,30
"583","TBM2004060106","2004","06","Summer",1,10,10,0,7,0,3,0,0,0,33
"584","TBM2004060107","2004","06","Summer",1,10,10,0,9,5,1,6,6,8,61
"585","TBM2004060903","2004","06","Summer",1,10,10,0,6,5,5,5,5,5,57
"586","TBM2004060904","2004","06","Summer",1,10,10,1,9,5,1,8,6,5,61
"587","TBM2004061005","2004","06","Summer",1,10,10,0,9,10,2,8,6,5,67
"588","TBM2004070503","2004","07","Summer",1,10,10,0,5,5,4,1,1,2,42
"589","TBM2004070504","2004","07","Summer",1,10,10,0,9,5,4,3,2,0,48
"590","TBM2004070505","2004","07","Summer",1,10,10,0,6,5,3,4,4,3,50
"591","TBM2004071002","2004","07","Summer",1,10,10,0,10,5,2,1,0,0,42
"592","TBM2004071102","2004","07","Summer",1,10,10,0,9,0,6,0,0,2,41
"593","TBM2004071105","2004","07","Summer",1,10,10,0,8,5,0,0,0,0,37
"594","TBM2004080207","2004","08","Summer",1,10,10,0,9,5,0,5,4,2,50
"595","TBM2004081201","2004","08","Summer",1,10,10,0,9,5,6,2,2,5,54
"596","TBM2004081203","2004","08","Summer",1,10,10,1,10,5,3,4,4,5,58
"597","TBM2004081207","2004","08","Summer",1,10,10,0,10,0,5,0,0,0,39
"598","TBM2004081208","2004","08","Summer",1,10,10,0,6,5,9,2,2,3,52
"599","TBM2004090701","2004","09","Summer",1,10,10,0,9,5,2,4,3,3,51
"600","TBM2004091302","2004","09","Summer",1,10,10,0,8,5,7,5,4,7,62
"601","TBM2004091303","2004","09","Summer",1,10,10,0,0,0,0,0,0,0,22
"602","TBM2004091304","2004","09","Summer",1,10,10,0,0,0,0,0,0,0,22
"603","TBM2004091305","2004","09","Summer",1,10,10,0,8,0,0,0,0,0,31
"604","TBM2005060502","2005","06","Summer",1,10,10,0,9,10,1,2,4,3,54
"605","TBM2005060503","2005","06","Summer",1,10,10,4,10,5,0,7,6,7,66
"606","TBM2005060504","2005","06","Summer",1,10,10,0,7,5,0,4,4,0,44
"607","TBM2005060506","2005","06","Summer",1,10,10,0,6,5,2,3,4,3,48
"608","TBM2005061203","2005","06","Summer",1,10,10,0,10,5,10,2,1,2,56
"609","TBM2005061204","2005","06","Summer",1,10,10,0,10,0,0,2,1,2,39
"610","TBM2005061205","2005","06","Summer",1,10,10,0,10,5,5,3,2,5,56
"611","TBM2005061506","2005","06","Summer",1,10,10,2,10,5,1,3,3,3,52
"612","TBM2005071002","2005","07","Summer",1,10,10,0,10,5,0,5,5,5,56
"613","TBM2005071003","2005","07","Summer",1,10,10,4,8,5,0,4,4,0,50
"614","TBM2005071005","2005","07","Summer",1,10,10,0,6,5,5,4,5,7,58
"615","TBM2005071006","2005","07","Summer",1,10,10,0,9,10,10,7,6,10,80
"616","TBM2005071404","2005","07","Summer",1,10,10,2,10,5,1,4,4,5,57
"617","TBM2005071501","2005","07","Summer",1,10,10,0,5,5,4,3,4,5,51
"618","TBM2005080203","2005","08","Summer",1,10,10,0,0,0,0,1,1,0,24
"619","TBM2005080204","2005","08","Summer",1,10,10,1,9,5,1,6,6,3,57
"620","TBM2005080205","2005","08","Summer",1,10,10,0,4,5,3,0,1,2,39
"621","TBM2005080206","2005","08","Summer",1,10,10,0,0,5,10,0,0,2,41
"622","TBM2005080405","2005","08","Summer",1,10,10,2,10,5,2,8,6,5,64
"623","TBM2005081307","2005","08","Summer",1,10,10,2,9,5,1,2,2,3,49
"624","TBM2005081403","2005","08","Summer",1,10,10,10,10,5,3,10,10,10,87
"625","TBM2005090401","2005","09","Summer",1,10,10,0,3,5,4,5,4,7,53
"626","TBM2005090402","2005","09","Summer",1,10,10,0,9,5,6,3,3,5,57
"627","TBM2005090403","2005","09","Summer",1,10,10,0,2,5,9,5,6,7,60
"628","TBM2005090405","2005","09","Summer",1,10,10,0,0,5,10,1,1,3,44
"629","TBM2005091001","2005","09","Summer",1,10,10,0,8,5,1,5,4,3,51
"630","TBM2005091002","2005","09","Summer",1,10,10,0,10,5,2,8,6,7,64
"631","TBM2005091003","2005","09","Summer",1,10,10,0,9,5,1,3,2,0,44
"632","TBM2006060601","2006","06","Summer",1,10,10,0,9,5,5,2,2,2,50
"633","TBM2006060602","2006","06","Summer",1,10,10,0,0,5,9,1,2,3,44
"634","TBM2006060603","2006","06","Summer",1,10,10,0,9,5,0,2,2,0,42
"635","TBM2006060604","2006","06","Summer",1,10,10,0,9,5,0,1,2,0,41
"636","TBM2006061102","2006","06","Summer",1,10,10,0,2,10,9,2,4,7,60
"637","TBM2006061103","2006","06","Summer",1,10,10,0,9,5,7,5,5,5,62
"638","TBM2006061204","2006","06","Summer",1,10,10,0,5,5,2,3,2,3,44
"639","TBM2006070301","2006","07","Summer",1,10,10,0,7,10,4,5,5,7,64
"640","TBM2006070303","2006","07","Summer",1,10,10,0,0,5,8,0,2,3,42
"641","TBM2006070304","2006","07","Summer",1,10,10,0,1,0,8,0,0,0,32
"642","TBM2006070307","2006","07","Summer",1,10,10,0,10,5,5,3,2,0,50
"643","TBM2006070602","2006","07","Summer",1,10,10,2,9,5,1,2,2,3,49
"644","TBM2006070604","2006","07","Summer",1,10,10,1,7,10,4,5,5,7,66
"645","TBM2006070605","2006","07","Summer",1,10,10,0,7,0,6,1,1,2,41
"646","TBM2006080803","2006","08","Summer",1,10,10,1,8,10,1,4,4,3,57
"647","TBM2006081102","2006","08","Summer",1,10,10,0,10,0,10,0,0,2,47
"648","TBM2006081104","2006","08","Summer",1,10,10,0,9,5,3,5,5,3,56
"649","TBM2006081105","2006","08","Summer",1,10,10,0,4,10,6,2,2,2,51
"650","TBM2006081107","2006","08","Summer",1,10,10,0,0,0,10,0,0,2,36
"651","TBM2006090601","2006","09","Summer",1,10,10,0,8,5,5,2,2,5,52
"652","TBM2006090603","2006","09","Summer",1,10,10,1,9,10,1,8,8,8,72
"653","TBM2006090604","2006","09","Summer",1,10,10,0,0,5,10,1,1,3,44
"654","TBM2006090901","2006","09","Summer",1,10,10,0,9,10,0,2,2,0,48
"655","TBM2006090903","2006","09","Summer",1,10,10,0,10,0,5,2,2,3,47
"656","TBM2006090904","2006","09","Summer",1,10,10,0,10,5,0,5,5,3,53
"657","TBM2006090906","2006","09","Summer",1,10,10,0,8,5,4,5,4,3,54
