"","Reference","year","month","Season","BAY_SEGMENT","LRScore","PropESScore","PropFacScore","PropMSScore","PropSelectScore","PropTSScore","ESTaxaScore","SelecTaxaScore","Cumul_Score"
"1378","TBM2011100702","2011","10","Fall",4,6,4,1,6,0,7,5,4,41
"1379","TBM2011100703","2011","10","Fall",4,4,1,7,9,0,7,5,4,46
"1380","TBM2011111102","2011","11","Fall",4,1,0,8,10,0,9,0,0,35
"1381","TBM2011111103","2011","11","Fall",4,0,4,5,6,3,10,4,4,45
"1382","TBM2011111301","2011","11","Fall",4,0,0,0,0,0,0,0,0,0
"1383","TBM2012100603","2012","10","Fall",4,1,0,5,10,3,7,2,4,40
"1384","TBM2012100604","2012","10","Fall",4,0,0,8,10,10,10,0,4,53
"1385","TBM2012110102","2012","11","Fall",4,10,1,0,9,0,2,8,0,38
"1386","TBM2012110104","2012","11","Fall",4,2,1,6,9,10,6,3,7,55
"1387","TBM2012110105","2012","11","Fall",4,0,0,0,10,0,10,0,0,25
"1388","TBM2013100304","2013","10","Fall",4,0,4,5,6,9,10,5,10,61
"1389","TBM2013100305","2013","10","Fall",4,0,5,0,5,5,10,5,3,41
"1390","TBM2013100306","2013","10","Fall",4,0,2,8,8,10,8,6,8,63
"1391","TBM2013101303","2013","10","Fall",4,0,10,0,0,0,1,4,0,19
"1392","TBM2013110204","2013","11","Fall",4,0,9,0,1,0,9,10,0,36
"1393","TBM2013110205","2013","11","Fall",4,0,7,2,3,3,3,5,4,34
"1394","TBM2013110206","2013","11","Fall",4,0,9,2,2,1,2,5,4,31
"1395","TBM2014100502","2014","10","Fall",4,0,10,0,0,0,10,2,0,28
"1396","TBM2014100605","2014","10","Fall",4,2,2,4,8,4,7,7,4,48
"1397","TBM2014100606","2014","10","Fall",4,0,3,9,7,9,9,4,4,56
"1398","TBM2014111702","2014","11","Fall",4,0,4,6,6,1,8,8,4,46
"1399","TBM2014111704","2014","11","Fall",4,0,8,0,3,0,3,2,0,20
"1400","TBM2014111705","2014","11","Fall",4,0,9,0,1,0,1,2,0,16
"1401","TBM2015101001","2015","10","Fall",4,1,0,10,10,0,8,0,0,36
"1402","TBM2015101004","2015","10","Fall",4,0,3,9,8,4,10,2,4,50
"1403","TBM2015110607","2015","11","Fall",4,0,3,5,7,0,9,4,0,35
"1404","TBM2005040303","2005","04","Spring",4,0,0,10,10,0,10,0,0,38
"1405","TBM2005040304","2005","04","Spring",4,0,0,10,9,0,10,2,0,39
"1406","TBM2005040305","2005","04","Spring",4,0,1,8,9,0,10,2,0,38
"1407","TBM2005050205","2005","05","Spring",4,0,7,4,5,5,9,7,5,53
"1408","TBM2005050505","2005","05","Spring",4,0,0,6,10,0,9,0,0,31
"1409","TBM2005050506","2005","05","Spring",4,0,0,10,10,0,10,0,0,38
"1410","TBM2005050507","2005","05","Spring",4,0,0,9,10,4,10,0,5,48
"1411","TBM2006040503","2006","04","Spring",4,0,10,3,3,2,3,5,5,39
"1412","TBM2006040504","2006","04","Spring",4,0,9,3,3,7,6,9,10,59
"1413","TBM2006051002","2006","05","Spring",4,0,7,1,5,0,5,2,0,25
"1414","TBM2006051003","2006","05","Spring",4,3,3,2,8,0,8,10,5,49
"1415","TBM2007041201","2007","04","Spring",4,0,5,3,6,0,7,4,0,31
"1416","TBM2007041301","2007","04","Spring",4,0,3,2,7,0,9,5,0,33
"1417","TBM2007050201","2007","05","Spring",4,2,4,2,7,6,6,9,10,58
"1418","TBM2007050202","2007","05","Spring",4,0,3,7,7,4,8,2,6,46
"1419","TBM2007050203","2007","05","Spring",4,0,10,1,1,0,1,6,5,30
"1420","TBM2007050505","2007","05","Spring",4,0,6,3,6,0,9,9,0,41
"1421","TBM2007050506","2007","05","Spring",4,0,2,8,9,0,9,5,0,41
"1422","TBM2008040402","2008","04","Spring",4,0,0,0,0,0,0,0,0,0
"1423","TBM2008041105","2008","04","Spring",4,0,0,0,0,0,0,0,0,0
"1424","TBM2008050706","2008","05","Spring",4,2,7,1,5,1,7,7,5,44
"1425","TBM2009041002","2009","04","Spring",4,0,0,8,10,2,9,0,5,43
"1426","TBM2009041003","2009","04","Spring",4,0,3,7,8,0,6,2,0,33
"1427","TBM2009041008","2009","04","Spring",4,7,4,0,7,2,3,9,10,53
"1428","TBM2009051004","2009","05","Spring",4,0,0,0,0,0,0,0,0,0
"1429","TBM2009051204","2009","05","Spring",4,2,5,2,7,0,7,10,0,41
"1430","TBM2010040405","2010","04","Spring",4,0,9,2,3,0,7,8,0,36
"1431","TBM2010040406","2010","04","Spring",4,2,2,6,9,9,8,10,5,64
"1432","TBM2010040407","2010","04","Spring",4,1,0,1,10,0,6,0,0,23
"1433","TBM2010051107","2010","05","Spring",4,0,2,6,8,10,10,2,5,54
"1434","TBM2010051108","2010","05","Spring",4,2,4,4,7,6,6,7,10,58
"1435","TBM2010051109","2010","05","Spring",4,4,5,0,6,0,3,5,0,29
"1436","TBM2011041101","2011","04","Spring",4,2,2,1,9,0,3,4,0,26
"1437","TBM2011041102","2011","04","Spring",4,0,1,6,9,0,9,2,0,34
"1438","TBM2011050502","2011","05","Spring",4,0,1,10,9,10,10,2,10,65
"1439","TBM2011050503","2011","05","Spring",4,2,4,4,7,3,5,5,10,50
"1440","TBM2011050507","2011","05","Spring",4,10,1,1,9,1,5,7,5,49
"1441","TBM2012040207","2012","04","Spring",4,0,4,5,7,0,9,7,0,40
"1442","TBM2012040208","2012","04","Spring",4,0,2,6,9,6,8,4,5,50
"1443","TBM2012041104","2012","04","Spring",4,10,1,1,9,3,3,9,10,58
"1444","TBM2012050907","2012","05","Spring",4,0,3,2,8,0,10,2,0,31
"1445","TBM2012051105","2012","05","Spring",4,0,9,4,3,10,3,2,5,45
"1446","TBM2012051106","2012","05","Spring",4,1,2,3,8,6,5,4,10,49
"1447","TBM2013040902","2013","04","Spring",4,0,0,4,10,0,10,0,0,30
"1448","TBM2013040903","2013","04","Spring",4,0,0,6,10,9,10,0,5,50
"1449","TBM2013050202","2013","05","Spring",4,0,5,0,6,0,6,2,0,24
"1450","TBM2013050705","2013","05","Spring",4,0,0,0,0,0,0,0,0,0
"1451","TBM2013050706","2013","05","Spring",4,3,2,0,9,0,8,8,0,38
"1452","TBM2014040204","2014","04","Spring",4,0,9,1,3,0,5,4,0,28
"1453","TBM2014040207","2014","04","Spring",4,0,10,1,3,0,7,4,0,31
"1454","TBM2014050203","2014","05","Spring",4,0,10,1,3,0,3,2,0,24
"1455","TBM2014050205","2014","05","Spring",4,0,10,0,0,0,0,4,0,18
"1456","TBM2015040209","2015","04","Spring",4,1,4,0,7,2,8,5,5,40
"1457","TBM2015051001","2015","05","Spring",4,10,1,0,9,1,6,5,5,46
"1458","TBM2015051603","2015","05","Spring",4,0,5,2,6,4,9,7,10,54
"1459","TBM2015051604","2015","05","Spring",4,0,10,3,2,0,2,2,0,24
"1460","TBM2005060701","2005","06","Summer",4,0,0,0,0,0,0,0,0,0
"1461","TBM2005061102","2005","06","Summer",4,0,0,8,10,1,10,0,3,40
"1462","TBM2005061103","2005","06","Summer",4,0,4,4,6,5,9,6,3,46
"1463","TBM2005070404","2005","07","Summer",4,0,1,10,9,2,10,3,3,48
"1464","TBM2005080705","2005","08","Summer",4,0,1,10,9,1,10,5,3,49
"1465","TBM2005080706","2005","08","Summer",4,0,0,10,10,0,10,0,0,38
"1466","TBM2005080707","2005","08","Summer",4,7,3,2,7,1,4,7,2,41
"1467","TBM2005090106","2005","09","Summer",4,0,0,10,10,0,10,0,0,38
"1468","TBM2006060105","2006","06","Summer",4,0,7,2,4,0,5,3,0,26
"1469","TBM2006060706","2006","06","Summer",4,0,7,3,4,2,6,8,5,44
"1470","TBM2006070502","2006","07","Summer",4,0,3,8,7,1,8,5,3,44
"1471","TBM2006070503","2006","07","Summer",4,0,9,1,2,0,8,4,3,34
"1472","TBM2006070504","2006","07","Summer",4,0,7,2,4,0,4,1,0,23
"1473","TBM2006076103","2006","07","Summer",4,0,5,6,5,1,6,7,3,41
"1474","TBM2006080604","2006","08","Summer",4,10,1,0,9,0,3,9,10,53
"1475","TBM2006080903","2006","08","Summer",4,0,0,0,10,10,3,0,3,33
"1476","TBM2006080904","2006","08","Summer",4,10,1,0,9,1,4,5,5,44
"1477","TBM2006091203","2006","09","Summer",4,0,10,1,0,0,1,5,3,25
"1478","TBM2006091204","2006","09","Summer",4,0,2,9,8,1,9,10,6,56
"1479","TBM2007060105","2007","06","Summer",4,0,4,2,7,2,9,3,3,38
"1480","TBM2007060106","2007","06","Summer",4,0,6,4,4,6,7,8,5,50
"1481","TBM2007061101","2007","06","Summer",4,0,4,6,6,0,9,6,0,39
"1482","TBM2007070806","2007","07","Summer",4,0,9,3,2,3,4,4,2,34
"1483","TBM2007080601","2007","08","Summer",4,8,1,0,9,1,4,9,10,53
"1484","TBM2007080605","2007","08","Summer",4,8,1,1,9,0,2,6,3,38
"1485","TBM2007080606","2007","08","Summer",4,0,5,7,6,5,8,5,3,49
"1486","TBM2007090101","2007","09","Summer",4,0,1,10,9,4,10,1,2,46
"1487","TBM2007090504","2007","09","Summer",4,0,3,8,7,1,7,5,2,41
"1488","TBM2007090506","2007","09","Summer",4,0,4,0,7,0,2,1,0,18
"1489","TBM2007090507","2007","09","Summer",4,0,2,7,8,6,8,7,3,51
"1490","TBM2008061303","2008","06","Summer",4,0,10,0,1,0,2,5,3,26
"1491","TBM2008080103","2008","08","Summer",4,0,0,9,10,3,10,1,5,48
"1492","TBM2008080104","2008","08","Summer",4,0,3,4,7,9,10,5,5,54
"1493","TBM2008080705","2008","08","Summer",4,0,9,2,2,0,2,1,0,20
"1494","TBM2008090605","2008","09","Summer",4,0,5,5,5,1,6,4,2,35
"1495","TBM2008091505","2008","09","Summer",4,0,3,0,7,3,9,5,2,36
"1496","TBM2008091506","2008","09","Summer",4,0,6,4,5,0,8,7,0,38
"1497","TBM2009061402","2009","06","Summer",4,1,4,6,6,1,6,4,5,41
"1498","TBM2009061403","2009","06","Summer",4,0,4,3,6,1,8,8,3,41
"1499","TBM2009061404","2009","06","Summer",4,1,4,3,6,1,4,6,3,35
"1500","TBM2009071002","2009","07","Summer",4,0,2,8,8,10,10,1,5,55
"1501","TBM2009071004","2009","07","Summer",4,1,8,1,3,0,2,4,0,24
"1502","TBM2009071106","2009","07","Summer",4,3,1,2,9,2,4,6,8,44
"1503","TBM2009071107","2009","07","Summer",4,1,2,2,9,3,6,4,5,40
"1504","TBM2009080204","2009","08","Summer",4,1,1,1,9,1,8,3,6,38
"1505","TBM2009080602","2009","08","Summer",4,0,4,3,6,0,9,3,0,31
"1506","TBM2009080603","2009","08","Summer",4,0,0,10,10,3,10,0,3,45
"1507","TBM2009091302","2009","09","Summer",4,1,1,6,9,3,8,1,8,46
"1508","TBM2009091303","2009","09","Summer",4,0,10,0,0,0,0,1,0,14
"1509","TBM2010060706","2010","06","Summer",4,0,1,7,9,10,9,5,5,58
"1510","TBM2010060905","2010","06","Summer",4,10,1,0,9,1,2,10,10,54
"1511","TBM2010070503","2010","07","Summer",4,1,6,2,5,3,4,2,5,35
"1512","TBM2010070504","2010","07","Summer",4,0,2,7,9,3,8,1,3,41
"1513","TBM2010080702","2010","08","Summer",4,0,0,0,0,0,0,0,0,0
"1514","TBM2010080703","2010","08","Summer",4,0,0,0,0,0,0,0,0,0
"1515","TBM2010091002","2010","09","Summer",4,0,8,2,3,0,9,4,0,33
"1516","TBM2010091407","2010","09","Summer",4,0,2,6,9,6,9,3,3,48
"1517","TBM2010091408","2010","09","Summer",4,1,3,4,7,0,8,7,0,38
"1518","TBM2011060402","2011","06","Summer",4,2,3,2,7,2,5,7,3,39
"1519","TBM2011060403","2011","06","Summer",4,0,5,6,6,5,7,4,5,48
"1520","TBM2011070405","2011","07","Summer",4,2,1,2,9,2,5,4,8,41
"1521","TBM2011070705","2011","07","Summer",4,10,1,1,9,2,6,9,10,60
"1522","TBM2011081004","2011","08","Summer",4,8,5,1,6,0,7,10,3,50
"1523","TBM2011081302","2011","08","Summer",4,3,0,3,10,1,4,4,3,35
"1524","TBM2011090707","2011","09","Summer",4,1,0,10,10,1,9,3,6,50
"1525","TBM2011090708","2011","09","Summer",4,0,1,3,9,3,9,1,3,36
"1526","TBM2012060604","2012","06","Summer",4,0,5,0,6,0,8,3,0,28
"1527","TBM2012061303","2012","06","Summer",4,0,0,0,10,0,0,0,0,13
"1528","TBM2012070208","2012","07","Summer",4,1,2,2,8,5,5,5,3,39
"1529","TBM2012070706","2012","07","Summer",4,1,1,1,9,1,7,4,3,34
"1530","TBM2012070707","2012","07","Summer",4,0,0,6,10,8,10,0,8,53
"1531","TBM2012081001","2012","08","Summer",4,0,1,5,9,10,9,1,8,54
"1532","TBM2012081002","2012","08","Summer",4,1,3,2,7,5,5,4,3,38
"1533","TBM2012081501","2012","08","Summer",4,2,3,1,7,1,5,10,3,40
"1534","TBM2012091005","2012","09","Summer",4,0,4,4,7,10,10,3,3,51
"1535","TBM2012091007","2012","09","Summer",4,0,2,4,9,2,10,2,2,39
"1536","TBM2012091402","2012","09","Summer",4,0,10,0,0,0,10,3,0,29
"1537","TBM2013061208","2013","06","Summer",4,0,1,3,9,10,8,1,10,53
"1538","TBM2013061307","2013","06","Summer",4,0,0,3,10,2,10,0,3,35
"1539","TBM2013070203","2013","07","Summer",4,10,1,0,9,2,5,10,10,59
"1540","TBM2013070206","2013","07","Summer",4,1,1,1,9,2,4,3,3,30
"1541","TBM2013080108","2013","08","Summer",4,0,1,4,9,10,7,1,8,50
"1542","TBM2013080508","2013","08","Summer",4,0,9,2,2,0,3,5,5,33
"1543","TBM2013090304","2013","09","Summer",4,0,10,1,1,0,2,8,0,28
"1544","TBM2013090305","2013","09","Summer",4,0,3,5,7,9,8,3,5,50
"1545","TBM2013090309","2013","09","Summer",4,0,10,0,0,0,1,3,0,18
"1546","TBM2014060104","2014","06","Summer",4,1,4,1,6,1,3,1,2,24
"1547","TBM2014061004","2014","06","Summer",4,0,3,9,8,5,8,3,3,49
"1548","TBM2014070409","2014","07","Summer",4,0,10,0,1,0,1,4,3,24
"1549","TBM2014071501","2014","07","Summer",4,0,8,2,3,3,3,4,5,35
"1550","TBM2014081007","2014","08","Summer",4,0,7,3,4,3,4,5,5,39
"1551","TBM2014081108","2014","08","Summer",4,0,0,10,10,0,10,0,0,38
"1552","TBM2014091306","2014","09","Summer",4,0,1,9,9,9,10,1,5,55
"1553","TBM2015060706","2015","06","Summer",4,0,10,0,0,0,0,1,0,14
"1554","TBM2015060707","2015","06","Summer",4,0,10,1,1,1,1,1,5,25
"1555","TBM2015070703","2015","07","Summer",4,10,3,0,7,3,4,10,10,59
"1556","TBM2015071605","2015","07","Summer",4,1,7,3,4,0,5,5,0,31
"1557","TBM2015071606","2015","07","Summer",4,0,4,7,7,4,8,4,3,46
"1558","TBM2015080402","2015","08","Summer",4,2,6,1,5,2,1,3,8,35
"1559","TBM2015080403","2015","08","Summer",4,0,6,5,5,0,5,1,0,28
"1560","TBM2015091004","2015","09","Summer",4,0,2,7,8,7,10,3,5,53
"1561","TBM2005010301","2005","01","Winter",4,3,1,2,9,0,7,5,0,34
"1562","TBM2005010903","2005","01","Winter",4,7,1,1,10,0,7,5,0,39
"1563","TBM2005010904","2005","01","Winter",4,3,1,4,9,0,7,6,0,38
"1564","TBM2005020602","2005","02","Winter",4,2,5,2,7,0,9,7,0,40
"1565","TBM2005020603","2005","02","Winter",4,3,1,4,10,0,6,5,0,36
"1566","TBM2005020604","2005","02","Winter",4,0,6,2,6,2,10,10,10,58
"1567","TBM2005030102","2005","03","Winter",4,0,4,2,7,0,9,3,0,31
"1568","TBM2005031004","2005","03","Winter",4,0,0,4,10,0,10,0,0,30
"1569","TBM2005120601","2005","12","Winter",4,0,3,7,8,5,8,2,5,48
"1570","TBM2005120605","2005","12","Winter",4,1,4,6,8,3,8,7,10,59
"1571","TBM2006010401","2006","01","Winter",4,0,4,8,8,0,8,2,0,38
"1572","TBM2006010402","2006","01","Winter",4,0,9,4,4,1,8,7,5,48
"1573","TBM2006020401","2006","02","Winter",4,0,10,2,3,8,6,10,10,61
"1574","TBM2006020601","2006","02","Winter",4,0,9,0,3,2,4,10,5,41
"1575","TBM2006030203","2006","03","Winter",4,0,10,0,1,8,1,5,5,38
"1576","TBM2006120203","2006","12","Winter",4,0,10,1,0,0,0,2,0,16
"1577","TBM2006120204","2006","12","Winter",4,0,10,2,3,0,3,2,0,25
"1578","TBM2007011303","2007","01","Winter",4,0,4,4,7,4,8,7,10,55
"1579","TBM2007020402","2007","02","Winter",4,1,2,1,7,1,7,8,5,40
"1580","TBM2007020403","2007","02","Winter",4,0,0,7,10,7,9,0,5,48
"1581","TBM2007020404","2007","02","Winter",4,0,9,0,4,0,8,2,0,29
"1582","TBM2007021204","2007","02","Winter",4,0,0,0,0,0,0,0,0,0
"1583","TBM2007030103","2007","03","Winter",4,0,7,0,5,0,10,3,0,31
"1584","TBM2007031301","2007","03","Winter",4,2,2,7,8,0,7,8,0,43
"1585","TBM2007120306","2007","12","Winter",4,0,3,7,8,0,10,3,0,39
"1586","TBM2007120701","2007","12","Winter",4,0,5,8,7,1,8,5,5,49
"1587","TBM2007120702","2007","12","Winter",4,0,2,7,8,0,10,5,5,46
"1588","TBM2008020102","2008","02","Winter",4,4,1,0,10,0,2,3,0,25
"1589","TBM2008020103","2008","02","Winter",4,2,0,4,10,0,3,0,0,24
"1590","TBM2008030502","2008","03","Winter",4,0,9,3,4,1,10,7,5,49
"1591","TBM2008031201","2008","03","Winter",4,4,1,0,9,1,5,3,5,35
"1592","TBM2008120901","2008","12","Winter",4,3,1,2,9,3,7,8,5,48
"1593","TBM2008120904","2008","12","Winter",4,0,2,10,8,8,10,3,5,58
"1594","TBM2008121001","2008","12","Winter",4,0,0,9,10,0,10,0,0,36
"1595","TBM2008121004","2008","12","Winter",4,0,4,3,7,1,9,9,5,48
"1596","TBM2009010203","2009","01","Winter",4,10,2,1,9,1,3,10,10,58
"1597","TBM2009021106","2009","02","Winter",4,0,0,2,8,0,7,0,0,21
"1598","TBM2009030407","2009","03","Winter",4,0,7,3,5,2,10,7,5,49
"1599","TBM2009030702","2009","03","Winter",4,10,1,0,10,0,1,7,9,48
"1600","TBM2009030703","2009","03","Winter",4,10,0,0,10,0,1,8,10,49
"1601","TBM2009030705","2009","03","Winter",4,0,0,7,10,10,10,0,5,53
"1602","TBM2009120403","2009","12","Winter",4,0,0,10,10,0,10,0,0,38
"1603","TBM2010011206","2010","01","Winter",4,0,6,3,6,2,6,10,5,48
"1604","TBM2010011207","2010","01","Winter",4,0,4,4,8,5,9,10,5,56
"1605","TBM2010020201","2010","02","Winter",4,2,1,2,9,0,4,2,0,25
"1606","TBM2010020203","2010","02","Winter",4,3,1,0,9,0,7,3,0,29
"1607","TBM2010020504","2010","02","Winter",4,0,6,6,6,8,8,10,10,68
"1608","TBM2010030405","2010","03","Winter",4,0,5,5,6,4,10,8,6,55
"1609","TBM2010030406","2010","03","Winter",4,0,6,2,6,0,10,5,0,36
"1610","TBM2010120907","2010","12","Winter",4,2,0,2,10,5,2,0,10,39
"1611","TBM2010121102","2010","12","Winter",4,0,0,0,0,0,0,0,0,0
"1612","TBM2010121106","2010","12","Winter",4,0,3,5,8,9,10,3,5,54
"1613","TBM2011010903","2011","01","Winter",4,0,2,2,8,4,10,3,5,43
"1614","TBM2011010904","2011","01","Winter",4,0,2,10,9,10,9,5,5,63
"1615","TBM2011020201","2011","02","Winter",4,0,0,10,10,0,10,0,0,38
"1616","TBM2011020203","2011","02","Winter",4,0,0,0,0,0,0,0,0,0
"1617","TBM2011020206","2011","02","Winter",4,0,1,6,8,3,9,5,10,53
"1618","TBM2011030902","2011","03","Winter",4,1,0,0,10,0,0,0,0,14
"1619","TBM2011030903","2011","03","Winter",4,0,7,0,5,0,0,2,0,18
"1620","TBM2011030904","2011","03","Winter",4,1,2,4,8,5,8,5,9,53
"1621","TBM2011120403","2011","12","Winter",4,0,2,2,8,4,10,2,5,41
"1622","TBM2011120903","2011","12","Winter",4,10,0,0,10,0,3,4,4,39
"1623","TBM2011120904","2011","12","Winter",4,0,10,0,3,0,10,2,0,31
"1624","TBM2011121108","2011","12","Winter",4,0,0,10,10,10,10,0,5,56
"1625","TBM2012010303","2012","01","Winter",4,0,0,0,10,0,10,0,0,25
"1626","TBM2012010305","2012","01","Winter",4,0,4,4,7,0,9,10,0,43
"1627","TBM2012020302","2012","02","Winter",4,0,0,0,0,0,0,0,0,0
"1628","TBM2012020604","2012","02","Winter",4,0,6,3,6,0,10,3,0,35
"1629","TBM2012020605","2012","02","Winter",4,0,9,1,4,0,10,5,0,36
"1630","TBM2012030304","2012","03","Winter",4,1,5,2,6,0,9,5,0,35
"1631","TBM2012030305","2012","03","Winter",4,1,0,2,10,0,6,0,0,24
"1632","TBM2012030603","2012","03","Winter",4,2,5,2,7,2,7,10,5,50
"1633","TBM2012030605","2012","03","Winter",4,10,1,0,9,0,2,10,10,53
"1634","TBM2012120106","2012","12","Winter",4,0,0,0,10,0,10,0,0,25
"1635","TBM2013010606","2013","01","Winter",4,0,2,9,9,10,10,5,10,69
"1636","TBM2013010806","2013","01","Winter",4,0,9,0,4,0,6,5,0,30
"1637","TBM2013021201","2013","02","Winter",4,0,4,5,8,6,9,4,9,56
"1638","TBM2013021202","2013","02","Winter",4,0,4,3,7,3,8,9,4,48
"1639","TBM2013021204","2013","02","Winter",4,0,3,8,8,5,10,2,5,51
"1640","TBM2013030102","2013","03","Winter",4,0,5,4,7,0,10,3,0,36
"1641","TBM2013030806","2013","03","Winter",4,0,0,0,0,0,0,0,0,0
"1642","TBM2013030807","2013","03","Winter",4,0,0,3,10,6,5,0,5,36
"1643","TBM2013120504","2013","12","Winter",4,0,7,4,5,0,8,7,0,39
"1644","TBM2013120505","2013","12","Winter",4,0,8,0,5,2,9,3,5,40
"1645","TBM2014010202","2014","01","Winter",4,0,2,10,9,10,9,10,10,75
"1646","TBM2014010401","2014","01","Winter",4,0,7,7,5,10,10,3,5,59
"1647","TBM2014011105","2014","01","Winter",4,10,1,2,9,0,4,7,0,41
"1648","TBM2014020203","2014","02","Winter",4,0,7,0,5,0,10,2,0,30
"1649","TBM2014020204","2014","02","Winter",4,0,0,0,10,0,10,0,0,25
"1650","TBM2014020205","2014","02","Winter",4,0,0,10,10,0,10,0,0,38
"1651","TBM2014030501","2014","03","Winter",4,2,1,1,9,4,2,3,5,34
"1652","TBM2014030502","2014","03","Winter",4,0,7,0,5,0,10,2,0,30
"1653","TBM2014120102","2014","12","Winter",4,0,3,6,8,1,8,10,10,58
"1654","TBM2014120103","2014","12","Winter",4,0,3,7,8,2,10,2,5,46
"1655","TBM2015010401","2015","01","Winter",4,0,6,3,6,6,9,5,5,50
"1656","TBM2015010902","2015","01","Winter",4,0,0,5,10,0,9,0,0,30
"1657","TBM2015011104","2015","01","Winter",4,0,2,10,9,8,10,2,5,58
"1658","TBM2015011107","2015","01","Winter",4,0,1,6,9,2,9,2,5,43
"1659","TBM2015020503","2015","02","Winter",4,0,0,10,10,0,8,0,0,35
"1660","TBM2015020802","2015","02","Winter",4,1,9,0,4,0,8,2,0,30
"1661","TBM2015030401","2015","03","Winter",4,2,1,10,9,1,8,8,10,61
"1662","TBM2015030504","2015","03","Winter",4,0,2,6,9,6,9,2,10,55
"1663","TBM2015120106","2015","12","Winter",4,0,2,4,8,4,8,2,5,41
"1664","TBM2015120107","2015","12","Winter",4,5,4,1,7,2,5,3,5,40
"1665","TBM2015120906","2015","12","Winter",4,0,10,0,0,0,10,3,0,29
