"","Reference","year","month","Season","BAY_SEGMENT","NumIndivScore","TGAbundScore","BenthicTaxaScore","ESAbundScore","NumGuildsScore","NumTaxaScore","LRScore","SelecIndivScore","SelecTaxaScore","ShannonScore","Cumul_Score"
"313","TBM1998051301","1998","05","Spring",1,10,10,9,4,10,9,0,0,7,4,63
"314","TBM1998051302","1998","05","Spring",1,10,10,3,0,3,2,0,0,0,5,33
"315","TBM1999040205","1999","04","Spring",1,10,10,2,0,3,3,0,0,0,7,35
"316","TBM1999040207","1999","04","Spring",1,10,10,3,0,3,2,0,0,0,5,33
"317","TBM1999040208","1999","04","Spring",1,10,10,5,1,10,5,0,1,3,7,52
"318","TBM1999041307","1999","04","Spring",1,10,10,2,0,0,1,0,0,0,4,27
"319","TBM1999041315","1999","04","Spring",1,10,10,1,0,3,1,0,0,0,4,29
"320","TBM1999041412","1999","04","Spring",1,10,10,3,1,3,2,0,0,0,4,33
"321","TBM1999050402","1999","05","Spring",1,10,10,1,0,0,0,0,0,0,0,21
"322","TBM1999050409","1999","05","Spring",1,10,10,6,2,10,6,4,1,3,6,58
"323","TBM1999051401","1999","05","Spring",1,10,10,1,0,3,1,0,0,3,1,29
"324","TBM1999051404","1999","05","Spring",1,10,10,10,3,10,10,2,1,10,10,76
"325","TBM1999051406","1999","05","Spring",1,10,10,5,3,7,5,0,0,3,3,46
"326","TBM1999051407","1999","05","Spring",1,10,10,6,3,7,6,0,0,0,2,44
"327","TBM2000041708","2000","04","Spring",1,10,10,5,0,10,4,0,0,0,5,44
"328","TBM2000041714","2000","04","Spring",1,10,10,2,0,0,1,0,0,0,4,27
"329","TBM2000041715","2000","04","Spring",1,10,10,2,0,0,1,0,0,0,4,27
"330","TBM2000041716","2000","04","Spring",1,10,10,8,3,7,8,10,1,3,7,67
"331","TBM2000041717","2000","04","Spring",1,10,10,3,0,0,2,0,0,0,6,31
"332","TBM2000041718","2000","04","Spring",1,10,10,1,10,3,3,0,0,0,1,38
"333","TBM2000041906","2000","04","Spring",1,10,10,1,3,3,1,0,0,0,0,28
"334","TBM2000051001","2000","05","Spring",1,10,10,4,0,0,3,0,0,3,7,37
"335","TBM2000051003","2000","05","Spring",1,10,10,7,0,10,7,0,0,3,8,55
"336","TBM2000051502","2000","05","Spring",1,10,10,5,0,3,3,7,0,0,2,40
"337","TBM2000051503","2000","05","Spring",1,10,10,10,2,10,10,2,2,10,10,76
"338","TBM2000051504","2000","05","Spring",1,10,10,5,0,3,3,0,0,3,4,38
"339","TBM2001040201","2001","04","Spring",1,0,0,0,0,0,0,0,0,0,0,0
"340","TBM2001040202","2001","04","Spring",1,10,10,1,0,3,1,0,0,0,2,27
"341","TBM2001040303","2001","04","Spring",1,10,10,5,0,7,4,3,0,3,5,47
"342","TBM2001040601","2001","04","Spring",1,10,10,4,0,7,3,1,3,3,6,47
"343","TBM2001040602","2001","04","Spring",1,10,10,3,0,7,2,1,0,0,3,36
"344","TBM2001040605","2001","04","Spring",1,10,10,4,0,10,3,0,0,0,4,41
"345","TBM2001050106","2001","05","Spring",1,10,10,4,0,3,3,0,0,3,8,41
"346","TBM2001051302","2001","05","Spring",1,10,10,3,0,10,3,0,0,3,3,42
"347","TBM2001051401","2001","05","Spring",1,10,10,10,0,7,8,4,1,3,9,62
"348","TBM2001051402","2001","05","Spring",1,10,10,2,0,0,1,0,0,0,4,27
"349","TBM2001051403","2001","05","Spring",1,10,10,5,0,10,5,0,0,7,7,54
"350","TBM2001051404","2001","05","Spring",1,10,10,2,0,7,2,0,0,0,2,33
"351","TBM2001051405","2001","05","Spring",1,10,10,2,0,0,1,0,0,0,3,26
"352","TBM2002040703","2002","04","Spring",1,10,10,6,5,10,7,1,0,0,7,56
"353","TBM2002040704","2002","04","Spring",1,10,10,3,1,10,3,0,5,3,5,50
"354","TBM2002041201","2002","04","Spring",1,10,10,5,6,10,4,1,0,0,1,47
"355","TBM2002041203","2002","04","Spring",1,10,10,5,0,7,3,0,0,0,9,44
"356","TBM2002041204","2002","04","Spring",1,10,10,1,0,0,0,0,0,0,0,21
"357","TBM2002041205","2002","04","Spring",1,10,10,5,0,10,4,0,0,0,6,45
"358","TBM2002041206","2002","04","Spring",1,10,10,4,0,3,3,0,0,0,6,36
"359","TBM2002050404","2002","05","Spring",1,10,10,4,0,3,3,0,0,3,7,40
"360","TBM2002050406","2002","05","Spring",1,10,10,4,10,3,3,0,0,0,1,41
"361","TBM2002050407","2002","05","Spring",1,10,10,4,0,7,3,1,0,0,8,43
"362","TBM2002050408","2002","05","Spring",1,10,10,3,0,7,3,0,0,0,7,40
"363","TBM2002051001","2002","05","Spring",1,10,10,5,0,7,3,0,0,3,6,44
"364","TBM2002051004","2002","05","Spring",1,10,10,6,0,10,8,0,0,7,10,61
"365","TBM2002051101","2002","05","Spring",1,10,10,7,4,10,9,2,1,7,9,69
"366","TBM2003041201","2003","04","Spring",1,10,10,1,0,0,0,0,0,0,0,21
"367","TBM2003041203","2003","04","Spring",1,10,10,1,0,0,0,0,0,0,0,21
"368","TBM2003041204","2003","04","Spring",1,10,10,9,0,10,9,0,5,10,7,70
"369","TBM2003041206","2003","04","Spring",1,10,10,5,0,7,7,0,9,3,6,57
"370","TBM2003041309","2003","04","Spring",1,10,10,8,2,10,8,0,0,3,4,55
"371","TBM2003050701","2003","05","Spring",1,10,10,6,1,7,5,1,0,0,6,46
"372","TBM2003050702","2003","05","Spring",1,10,10,3,0,7,2,0,0,3,2,37
"373","TBM2003050803","2003","05","Spring",1,10,10,7,10,7,7,0,1,10,1,63
"374","TBM2003050805","2003","05","Spring",1,10,10,1,0,0,0,0,0,0,0,21
"375","TBM2003050806","2003","05","Spring",1,10,10,4,0,3,3,0,1,10,8,49
"376","TBM2003051401","2003","05","Spring",1,10,10,2,0,7,2,0,0,0,6,37
"377","TBM2004040104","2004","04","Spring",1,0,0,0,0,0,0,0,0,0,0,0
"378","TBM2004040105","2004","04","Spring",1,10,10,5,1,7,5,4,0,0,5,47
"379","TBM2004040404","2004","04","Spring",1,10,10,3,7,7,3,0,0,0,3,43
"380","TBM2004040405","2004","04","Spring",1,10,10,3,0,10,3,0,0,0,7,43
"381","TBM2004040904","2004","04","Spring",1,10,10,1,0,0,0,0,0,3,0,24
"382","TBM2004040905","2004","04","Spring",1,10,10,5,0,10,5,2,0,0,6,48
"383","TBM2004041302","2004","04","Spring",1,0,0,0,0,0,0,0,0,0,0,0
"384","TBM2004041401","2004","04","Spring",1,10,10,1,0,0,1,0,0,0,4,26
"385","TBM2004041402","2004","04","Spring",1,10,10,4,2,10,3,0,0,0,1,40
"386","TBM2004041407","2004","04","Spring",1,10,10,3,0,7,2,3,0,0,4,39
"387","TBM2004050501","2004","05","Spring",1,10,10,10,0,10,9,2,1,10,8,70
"388","TBM2004050502","2004","05","Spring",1,10,10,8,1,10,8,0,1,7,8,63
"389","TBM2004050503","2004","05","Spring",1,10,10,5,0,10,5,0,0,7,7,54
"390","TBM2004050601","2004","05","Spring",1,10,10,5,10,10,5,4,0,0,2,56
"391","TBM2004050602","2004","05","Spring",1,10,10,10,3,10,10,7,5,10,10,85
"392","TBM2004050604","2004","05","Spring",1,10,10,6,2,10,8,0,10,10,10,76
"393","TBM2004050605","2004","05","Spring",1,10,10,10,7,10,10,0,5,10,6,78
"394","TBM2005040201","2005","04","Spring",1,10,10,6,0,3,5,1,0,3,7,45
"395","TBM2005040202","2005","04","Spring",1,10,10,5,0,7,5,0,0,3,10,50
"396","TBM2005040205","2005","04","Spring",1,10,10,4,0,7,3,0,1,3,6,44
"397","TBM2005040501","2005","04","Spring",1,10,10,1,0,0,0,0,0,0,0,21
"398","TBM2005040502","2005","04","Spring",1,10,10,3,0,3,2,0,0,3,6,37
"399","TBM2005040506","2005","04","Spring",1,10,10,5,10,10,6,0,0,0,4,55
"400","TBM2005040903","2005","04","Spring",1,10,10,2,0,3,1,0,0,3,3,32
"401","TBM2005040905","2005","04","Spring",1,10,10,6,3,7,7,0,1,7,5,56
"402","TBM2005040906","2005","04","Spring",1,10,10,3,0,3,3,0,0,0,6,35
"403","TBM2005041404","2005","04","Spring",1,0,0,0,0,0,0,0,0,0,0,0
"404","TBM2005050302","2005","05","Spring",1,0,0,0,0,0,0,0,0,0,0,0
"405","TBM2005050303","2005","05","Spring",1,10,10,4,0,3,3,0,0,7,7,44
"406","TBM2005050304","2005","05","Spring",1,10,10,1,0,3,1,0,0,0,2,27
"407","TBM2005050403","2005","05","Spring",1,10,10,9,5,10,9,0,1,7,7,68
"408","TBM2005050405","2005","05","Spring",1,10,10,1,0,3,2,0,0,0,5,31
"409","TBM2005050406","2005","05","Spring",1,0,0,0,0,0,0,0,0,0,0,0
"410","TBM2005051001","2005","05","Spring",1,10,10,9,0,7,8,0,0,7,10,61
"411","TBM2005051003","2005","05","Spring",1,10,10,8,10,10,9,0,1,7,3,68
"412","TBM2005051004","2005","05","Spring",1,10,10,3,0,3,2,0,0,0,6,34
"413","TBM2005051006","2005","05","Spring",1,10,10,4,1,3,3,0,0,3,6,40
"414","TBM2006040702","2006","04","Spring",1,10,10,2,0,3,1,0,0,0,4,30
"415","TBM2006040706","2006","04","Spring",1,10,10,3,1,10,4,1,0,0,6,45
"416","TBM2006040801","2006","04","Spring",1,10,10,1,0,0,0,0,0,0,0,21
"417","TBM2006040802","2006","04","Spring",1,10,10,3,1,3,3,0,0,0,6,36
"418","TBM2006040803","2006","04","Spring",1,10,10,2,8,3,3,0,0,0,4,40
"419","TBM2006040807","2006","04","Spring",1,10,10,2,0,3,1,0,0,3,3,32
"420","TBM2006040808","2006","04","Spring",1,10,10,4,6,7,3,0,0,0,2,42
"421","TBM2006040809","2006","04","Spring",1,10,10,2,4,7,3,0,0,0,0,36
"422","TBM2006041103","2006","04","Spring",1,10,10,1,0,3,1,0,0,0,3,28
"423","TBM2006041104","2006","04","Spring",1,10,10,1,0,7,3,0,3,3,5,42
"424","TBM2006041105","2006","04","Spring",1,10,10,4,2,10,3,0,0,0,7,46
"425","TBM2006050201","2006","05","Spring",1,10,10,5,9,7,6,0,0,0,3,50
"426","TBM2006050202","2006","05","Spring",1,10,10,4,0,7,3,0,0,0,7,41
"427","TBM2006050206","2006","05","Spring",1,10,10,1,0,3,1,0,0,0,3,28
"428","TBM2006050207","2006","05","Spring",1,10,10,2,0,7,2,0,0,0,6,37
"429","TBM2006050304","2006","05","Spring",1,10,10,4,6,7,6,0,1,3,8,55
"430","TBM2006050306","2006","05","Spring",1,10,10,3,2,3,3,0,0,0,4,35
"431","TBM2006050307","2006","05","Spring",1,10,10,1,0,7,3,0,0,0,7,38
"432","TBM2006050401","2006","05","Spring",1,10,10,5,9,10,5,0,0,0,6,55
"433","TBM2006050402","2006","05","Spring",1,10,10,1,0,0,0,0,0,0,0,21
"434","TBM2006050404","2006","05","Spring",1,10,10,3,1,3,2,0,0,0,4,33
"435","TBM2007040101","2007","04","Spring",1,10,10,2,0,3,1,0,0,3,2,31
"436","TBM2007040301","2007","04","Spring",1,10,10,10,1,7,9,8,10,7,8,80
"437","TBM2007040305","2007","04","Spring",1,10,10,6,2,10,7,2,1,10,8,66
"438","TBM2007040306","2007","04","Spring",1,10,10,6,0,7,5,6,0,3,2,49
"439","TBM2007040307","2007","04","Spring",1,10,10,3,0,7,3,0,0,0,8,41
"440","TBM2007040308","2007","04","Spring",1,10,10,4,10,10,4,0,0,0,8,56
"441","TBM2007041002","2007","04","Spring",1,10,10,4,2,10,4,0,0,0,4,44
"442","TBM2007041005","2007","04","Spring",1,10,10,4,0,7,4,0,0,0,7,42
"443","TBM2007041007","2007","04","Spring",1,10,10,4,10,7,6,0,2,7,1,57
"444","TBM2007050402","2007","05","Spring",1,10,10,7,0,7,6,5,0,3,5,53
"445","TBM2007050403","2007","05","Spring",1,10,10,5,0,7,4,0,0,3,9,48
"446","TBM2007050407","2007","05","Spring",1,10,10,6,0,10,7,0,0,3,10,56
"447","TBM2007050801","2007","05","Spring",1,10,10,2,0,0,1,0,0,0,4,27
"448","TBM2007050802","2007","05","Spring",1,10,10,4,0,7,3,0,0,0,9,43
"449","TBM2007050803","2007","05","Spring",1,10,10,5,0,3,3,0,0,0,8,39
"450","TBM2007050805","2007","05","Spring",1,10,10,1,0,0,0,0,0,0,0,21
"451","TBM2008040902","2008","04","Spring",1,10,10,1,0,0,0,0,0,0,0,21
"452","TBM2008040903","2008","04","Spring",1,10,10,1,0,0,0,0,0,0,0,21
"453","TBM2008040904","2008","04","Spring",1,10,10,2,0,7,3,10,0,0,3,45
"454","TBM2008040906","2008","04","Spring",1,10,10,6,0,7,5,3,0,3,4,48
"455","TBM2008040907","2008","04","Spring",1,10,10,5,10,10,6,1,0,0,1,53
"456","TBM2008041001","2008","04","Spring",1,10,10,4,0,3,3,10,0,3,2,45
"457","TBM2008041003","2008","04","Spring",1,10,10,1,0,0,0,0,0,0,0,21
"458","TBM2008041204","2008","04","Spring",1,10,10,5,0,3,4,4,1,3,3,43
"459","TBM2008041205","2008","04","Spring",1,10,10,7,5,7,7,0,0,0,6,52
"460","TBM2008050306","2008","05","Spring",1,10,10,0,0,0,0,0,0,0,0,20
"461","TBM2008050402","2008","05","Spring",1,10,10,9,0,7,8,2,0,0,9,55
"462","TBM2008050403","2008","05","Spring",1,10,10,7,1,10,7,5,0,3,7,60
"463","TBM2008050405","2008","05","Spring",1,10,10,2,4,7,3,0,0,0,4,40
"464","TBM2008050407","2008","05","Spring",1,10,10,5,0,3,4,0,1,3,7,43
"465","TBM2008050408","2008","05","Spring",1,10,10,2,0,7,2,0,0,0,6,37
"466","TBM2008050903","2008","05","Spring",1,0,0,0,0,0,0,0,0,0,0,0
"467","TBM2008050904","2008","05","Spring",1,10,10,2,0,3,1,0,0,0,4,30
"468","TBM2009040102","2009","04","Spring",1,10,10,3,0,7,3,1,0,3,5,42
"469","TBM2009040103","2009","04","Spring",1,10,10,0,0,0,0,0,0,0,0,20
"470","TBM2009040104","2009","04","Spring",1,10,10,2,0,7,3,1,0,3,6,42
"471","TBM2009040108","2009","04","Spring",1,10,10,3,2,7,3,0,0,3,4,42
"472","TBM2009040808","2009","04","Spring",1,10,10,3,0,0,2,0,0,3,6,34
"473","TBM2009040809","2009","04","Spring",1,10,10,5,0,7,4,2,0,0,6,44
"474","TBM2009041102","2009","04","Spring",1,10,10,8,0,3,7,10,2,3,2,55
"475","TBM2009041103","2009","04","Spring",1,10,10,5,0,3,3,1,0,0,7,39
"476","TBM2009050102","2009","05","Spring",1,10,10,3,6,7,3,0,0,0,2,41
"477","TBM2009050103","2009","05","Spring",1,10,10,5,2,10,5,0,0,3,3,48
"478","TBM2009050105","2009","05","Spring",1,10,10,8,1,10,8,3,2,7,7,66
"479","TBM2009050106","2009","05","Spring",1,10,10,7,10,10,10,0,1,7,1,66
"480","TBM2009050401","2009","05","Spring",1,10,10,1,0,0,0,0,0,0,0,21
"481","TBM2009050403","2009","05","Spring",1,10,10,5,1,3,5,0,0,0,6,40
"482","TBM2009050405","2009","05","Spring",1,10,10,2,0,0,1,0,0,0,4,27
"483","TBM2009050407","2009","05","Spring",1,10,10,8,0,7,8,0,0,0,9,52
"484","TBM2009050504","2009","05","Spring",1,10,10,5,0,7,3,0,0,3,9,47
"485","TBM2009050506","2009","05","Spring",1,10,10,5,4,7,4,0,0,0,4,44
"486","TBM2010040201","2010","04","Spring",1,10,10,8,1,10,9,1,10,7,8,74
"487","TBM2010040202","2010","04","Spring",1,10,10,5,1,7,5,10,10,7,5,70
"488","TBM2010040205","2010","04","Spring",1,10,10,3,0,3,2,7,10,7,4,56
"489","TBM2010040206","2010","04","Spring",1,10,10,3,0,0,2,0,0,0,5,30
"490","TBM2010040208","2010","04","Spring",1,10,10,4,0,7,3,10,10,3,4,61
"491","TBM2010040804","2010","04","Spring",1,10,10,7,0,10,7,5,10,7,5,71
"492","TBM2010040805","2010","04","Spring",1,10,10,7,3,10,7,10,10,7,9,83
"493","TBM2010041001","2010","04","Spring",1,10,10,6,1,7,6,10,8,10,5,73
"494","TBM2010041101","2010","04","Spring",1,10,10,7,1,10,8,1,10,10,9,76
"495","TBM2010041102","2010","04","Spring",1,10,10,8,0,10,8,4,10,10,6,76
"496","TBM2010050302","2010","05","Spring",1,10,10,3,0,3,2,0,0,0,6,34
"497","TBM2010050501","2010","05","Spring",1,10,10,10,2,10,10,10,1,7,6,76
"498","TBM2010050502","2010","05","Spring",1,10,10,6,1,10,8,2,4,10,10,71
"499","TBM2010050504","2010","05","Spring",1,10,10,10,1,10,10,10,10,10,8,89
"500","TBM2010050505","2010","05","Spring",1,10,10,3,4,7,5,0,1,7,4,51
"501","TBM2010050506","2010","05","Spring",1,10,10,5,0,7,6,0,0,0,10,48
"502","TBM2010051004","2010","05","Spring",1,10,10,5,3,10,8,3,10,7,7,73
"503","TBM2010051005","2010","05","Spring",1,10,10,3,0,3,2,0,0,0,6,34
"504","TBM2011040402","2011","04","Spring",1,10,10,3,2,10,4,0,1,3,4,47
"505","TBM2011040403","2011","04","Spring",1,10,10,3,0,3,2,0,1,3,5,37
"506","TBM2011040406","2011","04","Spring",1,10,10,8,2,10,8,1,0,10,6,65
"507","TBM2011040407","2011","04","Spring",1,10,10,6,2,7,8,0,1,3,5,52
"508","TBM2011040801","2011","04","Spring",1,10,10,5,0,10,7,0,10,10,5,67
"509","TBM2011040803","2011","04","Spring",1,10,10,4,3,7,4,0,1,3,4,46
"510","TBM2011040804","2011","04","Spring",1,10,10,9,3,10,10,0,10,10,10,82
"511","TBM2011041206","2011","04","Spring",1,10,10,10,5,10,10,3,10,10,10,88
"512","TBM2011041208","2011","04","Spring",1,10,10,9,4,10,8,7,0,7,7,72
"513","TBM2011050801","2011","05","Spring",1,10,10,5,4,10,4,0,1,7,2,53
"514","TBM2011050802","2011","05","Spring",1,10,10,10,10,10,10,2,1,10,6,79
"515","TBM2011050805","2011","05","Spring",1,10,10,9,2,10,9,2,0,3,6,61
"516","TBM2011050807","2011","05","Spring",1,10,10,9,0,7,8,4,3,10,8,69
"517","TBM2011051101","2011","05","Spring",1,10,10,5,10,10,6,0,0,3,5,59
"518","TBM2011051106","2011","05","Spring",1,10,10,10,5,10,9,2,5,10,7,78
"519","TBM2011051301","2011","05","Spring",1,10,10,1,1,3,2,0,0,0,5,32
"520","TBM2011051302","2011","05","Spring",1,10,10,5,1,10,6,2,1,3,6,54
"521","TBM2011051303","2011","05","Spring",1,10,10,10,9,10,10,1,0,10,7,77
"522","TBM2011051304","2011","05","Spring",1,10,10,6,0,7,6,0,0,7,10,56
"523","TBM2011051308","2011","05","Spring",1,10,10,0,0,3,3,0,0,3,3,32
"524","TBM2012040402","2012","04","Spring",1,10,10,10,1,10,10,10,2,10,3,76
"525","TBM2012040404","2012","04","Spring",1,10,10,1,0,0,0,0,0,3,0,24
"526","TBM2012040405","2012","04","Spring",1,10,10,2,0,3,1,1,0,0,4,31
"527","TBM2012040408","2012","04","Spring",1,0,0,0,0,0,0,0,0,0,0,0
"528","TBM2012040409","2012","04","Spring",1,10,10,9,2,10,8,10,1,7,7,74
"529","TBM2012040903","2012","04","Spring",1,10,10,7,7,7,8,0,0,3,3,55
"530","TBM2012040905","2012","04","Spring",1,10,10,5,0,7,5,0,0,3,8,48
"531","TBM2012040907","2012","04","Spring",1,10,10,5,0,7,4,0,1,10,8,55
"532","TBM2012050301","2012","05","Spring",1,10,10,5,1,7,4,1,0,3,6,47
"533","TBM2012050302","2012","05","Spring",1,10,10,8,0,10,8,0,0,0,8,54
"534","TBM2012050303","2012","05","Spring",1,10,10,2,0,3,2,0,0,0,5,32
"535","TBM2012050306","2012","05","Spring",1,10,10,4,0,7,4,2,0,3,7,47
"536","TBM2012050504","2012","05","Spring",1,10,10,4,10,10,4,0,0,0,3,51
"537","TBM2012050507","2012","05","Spring",1,10,10,6,1,7,6,2,0,0,8,50
"538","TBM2012050508","2012","05","Spring",1,10,10,5,0,0,3,0,0,0,9,37
"539","TBM2012051301","2012","05","Spring",1,10,10,1,0,3,1,0,0,0,4,29
"540","TBM2012051303","2012","05","Spring",1,10,10,1,0,0,0,0,0,0,0,21
"541","TBM2012051304","2012","05","Spring",1,10,10,1,0,0,0,0,0,0,0,21
"542","TBM2013040505","2013","04","Spring",1,10,10,6,0,7,5,0,1,10,9,58
"543","TBM2013040705","2013","04","Spring",1,10,10,10,1,10,10,10,2,10,4,77
"544","TBM2013041002","2013","04","Spring",1,10,10,2,0,3,1,0,0,3,4,33
"545","TBM2013041004","2013","04","Spring",1,10,10,4,0,3,3,10,0,0,3,43
"546","TBM2013041005","2013","04","Spring",1,10,10,5,0,7,5,0,0,3,10,50
"547","TBM2013041007","2013","04","Spring",1,10,10,6,3,10,6,0,0,3,8,56
"548","TBM2013041008","2013","04","Spring",1,10,10,1,0,0,0,0,0,0,0,21
"549","TBM2013041009","2013","04","Spring",1,10,10,4,0,3,3,0,0,3,6,39
"550","TBM2013050401","2013","05","Spring",1,10,10,1,0,0,2,0,0,3,5,31
"551","TBM2013050501","2013","05","Spring",1,10,10,7,0,7,6,0,1,7,10,58
"552","TBM2013050503","2013","05","Spring",1,10,10,2,0,0,1,0,0,0,4,27
"553","TBM2013050505","2013","05","Spring",1,10,10,3,0,7,3,0,0,3,7,43
"554","TBM2013050507","2013","05","Spring",1,10,10,4,3,10,4,0,0,0,2,43
"555","TBM2013050508","2013","05","Spring",1,10,10,3,0,3,2,0,0,0,4,32
"556","TBM2013051403","2013","05","Spring",1,10,10,8,0,7,7,2,1,7,8,60
"557","TBM2013051406","2013","05","Spring",1,10,10,3,0,7,2,0,0,0,5,37
"558","TBM2014040101","2014","04","Spring",1,10,10,5,0,7,4,0,0,7,8,51
"559","TBM2014040103","2014","04","Spring",1,10,10,4,0,3,3,0,0,0,8,38
"560","TBM2014040104","2014","04","Spring",1,0,0,0,0,0,0,0,0,0,0,0
"561","TBM2014040105","2014","04","Spring",1,10,10,2,0,3,1,0,0,7,4,37
"562","TBM2014040107","2014","04","Spring",1,10,10,1,0,3,1,0,1,3,3,32
"563","TBM2014040109","2014","04","Spring",1,10,10,7,0,7,6,3,0,3,5,51
"564","TBM2014040110","2014","04","Spring",1,10,10,9,0,3,8,10,0,7,2,59
"565","TBM2014040904","2014","04","Spring",1,10,10,1,0,0,0,0,0,3,0,24
"566","TBM2014040907","2014","04","Spring",1,10,10,2,0,3,1,0,0,0,4,30
"567","TBM2014041104","2014","04","Spring",1,0,0,0,0,0,0,0,0,0,0,0
"568","TBM2014050805","2014","05","Spring",1,10,10,6,1,7,6,0,1,7,9,57
"569","TBM2014050901","2014","05","Spring",1,10,10,3,1,3,2,0,0,0,3,32
"570","TBM2014050902","2014","05","Spring",1,10,10,2,4,7,2,0,0,3,0,38
"571","TBM2014050903","2014","05","Spring",1,10,10,5,10,7,4,1,0,3,3,53
"572","TBM2014050904","2014","05","Spring",1,10,10,2,0,3,1,0,0,3,4,33
"573","TBM2014050905","2014","05","Spring",1,10,10,4,2,7,3,0,0,0,2,38
"574","TBM2014050908","2014","05","Spring",1,10,10,4,0,3,3,0,0,3,7,40
"575","TBM2014051302","2014","05","Spring",1,10,10,5,0,7,4,0,1,3,9,49
"576","TBM2014051304","2014","05","Spring",1,10,10,7,0,7,8,0,1,7,7,57
"577","TBM2014051307","2014","05","Spring",1,10,10,5,1,7,5,0,0,0,5,43
"578","TBM2014051308","2014","05","Spring",1,10,10,3,0,7,3,0,0,3,6,42
"579","TBM2015041001","2015","04","Spring",1,10,10,10,5,10,10,0,1,3,7,66
"580","TBM2015041003","2015","04","Spring",1,10,10,8,0,10,8,0,1,7,10,64
"581","TBM2015041004","2015","04","Spring",1,10,10,5,0,7,3,1,0,3,7,46
"582","TBM2015041005","2015","04","Spring",1,10,10,1,0,3,1,0,0,0,1,26
"583","TBM2015041006","2015","04","Spring",1,10,10,1,0,3,1,0,0,0,2,27
"584","TBM2015041007","2015","04","Spring",1,10,10,4,3,7,4,0,0,0,4,42
"585","TBM2015041101","2015","04","Spring",1,10,10,5,0,3,3,0,0,0,8,39
"586","TBM2015041106","2015","04","Spring",1,10,10,4,0,3,3,0,0,3,7,40
"587","TBM2015041107","2015","04","Spring",1,10,10,10,1,7,8,7,1,7,8,69
"588","TBM2015050301","2015","05","Spring",1,10,10,1,0,3,1,0,0,0,3,28
"589","TBM2015050304","2015","05","Spring",1,10,10,5,7,7,7,0,1,3,10,60
"590","TBM2015050504","2015","05","Spring",1,10,10,2,0,3,1,0,0,0,4,30
"591","TBM2015050505","2015","05","Spring",1,10,10,4,0,0,3,0,0,0,6,33
"592","TBM2015051201","2015","05","Spring",1,10,10,10,10,10,10,1,1,7,4,73
"593","TBM2015051203","2015","05","Spring",1,10,10,6,4,7,7,0,0,0,7,51
"594","TBM2015051204","2015","05","Spring",1,10,10,7,1,10,8,1,0,3,9,59
"595","TBM2015051206","2015","05","Spring",1,10,10,2,0,0,1,0,0,0,0,23
"596","TBM2015051208","2015","05","Spring",1,10,10,6,1,10,6,2,0,3,7,55
"597","TBM1998061501","1998","06","Summer",1,10,10,5,10,10,6,0,0,8,0,59
"598","TBM1998061503","1998","06","Summer",1,10,10,4,0,7,4,0,1,5,7,48
"599","TBM1998061505","1998","06","Summer",1,10,10,6,3,10,8,1,7,3,7,65
"600","TBM1998061506","1998","06","Summer",1,10,10,3,1,3,3,0,6,5,5,46
"601","TBM1998061805","1998","06","Summer",1,10,10,9,1,10,8,10,1,8,7,74
"602","TBM1998061901","1998","06","Summer",1,10,10,6,0,10,6,5,1,5,10,63
"603","TBM1998061905","1998","06","Summer",1,10,10,9,7,10,9,1,0,5,3,64
"604","TBM1998071704","1998","07","Summer",1,10,10,2,0,3,2,0,0,3,4,34
"605","TBM1998071705","1998","07","Summer",1,10,10,7,6,10,7,0,0,0,5,55
"606","TBM1998072101","1998","07","Summer",1,10,10,5,2,7,5,10,0,3,6,58
"607","TBM1998072102","1998","07","Summer",1,10,10,8,0,7,7,0,5,8,10,65
"608","TBM1998072105","1998","07","Summer",1,10,10,9,0,7,8,0,4,8,10,66
"609","TBM1998072202","1998","07","Summer",1,10,10,10,1,10,8,5,7,10,8,79
"610","TBM1998072204","1998","07","Summer",1,10,10,3,0,3,2,0,1,5,6,40
"611","TBM1998072205","1998","07","Summer",1,10,10,7,10,10,8,0,10,10,8,83
"612","TBM1998072206","1998","07","Summer",1,10,10,8,0,10,7,0,2,8,10,65
"613","TBM1998081303","1998","08","Summer",1,10,10,3,4,10,5,2,0,3,6,53
"614","TBM1998081701","1998","08","Summer",1,10,10,5,0,10,4,10,2,8,8,67
"615","TBM1998081703","1998","08","Summer",1,10,10,7,2,10,7,0,10,8,10,74
"616","TBM1998081708","1998","08","Summer",1,10,10,6,6,10,6,4,0,5,4,61
"617","TBM1998081715","1998","08","Summer",1,10,10,5,0,10,4,0,1,3,9,52
"618","TBM1998091101","1998","09","Summer",1,10,10,3,8,10,3,0,0,0,4,48
"619","TBM1998091102","1998","09","Summer",1,10,10,4,1,10,3,0,0,5,2,45
"620","TBM1998091103","1998","09","Summer",1,10,10,4,4,10,5,0,0,0,4,47
"621","TBM1998091104","1998","09","Summer",1,10,10,0,0,0,0,0,0,3,0,23
"622","TBM1998091403","1998","09","Summer",1,10,10,6,1,10,7,0,2,8,5,59
"623","TBM1998091405","1998","09","Summer",1,10,10,5,1,7,7,0,1,8,3,52
"624","TBM1998091406","1998","09","Summer",1,10,10,0,0,3,2,0,0,0,5,30
"625","TBM1999060406","1999","06","Summer",1,10,10,4,0,7,3,0,0,3,8,45
"626","TBM1999060907","1999","06","Summer",1,10,10,6,1,7,6,2,1,5,4,52
"627","TBM1999060910","1999","06","Summer",1,10,10,1,0,3,2,0,0,3,6,35
